parcel_id,farmer_name,season,year,NDVI,EVI,SAVI,NDWI,Red,Green,Blue,NIR,SWIR1,SWIR2,cloud_cover_percent,image_source
AP_ANP_00065,Nagarjuna Reddy,Rabi,2025,0.546,0.551,0.563,0.247,0.075,0.4,0.134,0.305,0.056,0.274,10.55,
AP_ANP_00065,Nagarjuna Reddy,Summer,2025,0.488,0.198,0.625,0.128,0.082,0.39,0.248,0.552,0.405,0.176,9.42,
AP_ANP_00066,Venkat Ramaiah,Kharif,2025,0.838,0.365,0.471,0.215,0.293,0.171,0.06,0.663,0.463,0.09,4.8,
AP_ANP_00066,Venkat Ramaiah,Rabi,2025,0.45,0.42,0.637,0.12,0.235,0.291,0.112,0.747,0.286,0.442,12.68,
AP_ANP_00066,Venkat Ramaiah,Summer,2025,0.251,0.345,0.596,0.085,0.043,0.103,0.258,0.348,0.469,0.162,12.86,
AP_ANP_00067,Gopal Reddy,Kharif,2025,0.793,0.333,0.288,0.228,0.031,0.158,0.199,0.81,0.486,0.356,15.77,
AP_ANP_00067,Gopal Reddy,Rabi,2025,0.633,0.694,0.586,0.102,0.205,0.077,0.14,0.499,0.482,0.269,7.61,
AP_ANP_00067,Gopal Reddy,Summer,2025,0.591,0.404,0.177,-0.028,0.264,0.416,0.091,0.758,0.196,0.414,15.08,
AP_ANP_00068,Bhavani S,Kharif,2025,0.832,0.728,0.622,0.105,0.121,0.378,0.092,0.767,0.106,0.331,10.81,
AP_ANP_00068,Bhavani S,Rabi,2025,0.434,0.157,0.455,0.098,0.119,0.281,0.096,0.395,0.422,0.069,18.06,
AP_ANP_00068,Bhavani S,Summer,2025,0.541,0.506,0.73,0.084,0.081,0.063,0.079,0.716,0.067,0.283,19.91,
AP_ANP_00069,Ravi Teja,Kharif,2025,0.849,0.188,0.69,0.23,0.218,0.078,0.037,0.791,0.385,0.382,17.58,
AP_ANP_00069,Ravi Teja,Rabi,2025,0.6,0.408,0.356,0.153,0.163,0.355,0.185,0.78,0.272,0.293,12.63,
AP_ANP_00069,Ravi Teja,Summer,2025,0.437,0.292,0.483,0.091,0.054,0.191,0.151,0.624,0.525,0.29,14.87,
AP_ANP_00070,Venkatesh Rao,Kharif,2025,0.727,0.193,0.315,0.259,0.139,0.228,0.023,0.291,0.188,0.439,6.63,
AP_ANP_00070,Venkatesh Rao,Rabi,2025,0.569,0.516,0.332,0.089,0.088,0.247,0.012,0.205,0.16,0.065,2.16,
AP_ANP_00070,Venkatesh Rao,Summer,2025,0.336,0.493,0.483,0.111,0.117,0.421,0.125,0.257,0.359,0.096,6.9,
AP_ANP_00071,Lakshmi Reddy,Kharif,2025,0.728,0.446,0.606,0.319,0.348,0.085,0.09,0.456,0.261,0.214,18.15,
AP_ANP_00071,Lakshmi Reddy,Rabi,2025,0.65,0.336,0.685,0.172,0.335,0.375,0.01,0.614,0.076,0.153,1.19,
AP_ANP_00071,Lakshmi Reddy,Summer,2025,0.442,0.219,0.399,0.087,0.171,0.185,0.045,0.472,0.426,0.078,1.6,
AP_ANP_00072,Suresh Naidu,Kharif,2025,0.674,0.551,0.591,0.335,0.139,0.279,0.013,0.613,0.507,0.295,17.47,
AP_ANP_00072,Suresh Naidu,Rabi,2025,0.653,0.691,0.193,0.074,0.196,0.09,0.013,0.474,0.198,0.244,11.54,
AP_ANP_00072,Suresh Naidu,Summer,2025,0.217,0.485,0.373,-0.025,0.261,0.304,0.255,0.65,0.265,0.319,5.51,
AP_ANP_00073,Ramesh Kumar,Kharif,2025,0.657,0.418,0.669,0.297,0.291,0.39,0.276,0.48,0.209,0.283,7.42,
AP_ANP_00073,Ramesh Kumar,Rabi,2025,0.61,0.563,0.393,0.191,0.075,0.211,0.051,0.779,0.223,0.112,0.51,
AP_ANP_00073,Ramesh Kumar,Summer,2025,0.458,0.354,0.197,0.077,0.155,0.161,0.206,0.594,0.232,0.137,19.76,
AP_ANP_00074,Subba Rao,Kharif,2025,0.709,0.234,0.466,0.272,0.029,0.242,0.29,0.45,0.069,0.062,7.76,
AP_ANP_00074,Subba Rao,Rabi,2025,0.456,0.604,0.448,0.055,0.115,0.408,0.044,0.821,0.207,0.405,12.06,
AP_ANP_00074,Subba Rao,Summer,2025,0.531,0.323,0.775,0.147,0.149,0.192,0.109,0.552,0.127,0.271,10.83,
AP_ANP_00075,Vijayalakshmi,Kharif,2025,0.817,0.414,0.347,0.308,0.106,0.112,0.027,0.423,0.185,0.437,11.15,
AP_ANP_00075,Vijayalakshmi,Rabi,2025,0.522,0.234,0.439,0.166,0.227,0.235,0.127,0.846,0.49,0.299,11.39,
AP_ANP_00075,Vijayalakshmi,Summer,2025,0.448,0.387,0.176,-0.01,0.177,0.258,0.076,0.827,0.505,0.339,10.67,
AP_ANP_00076,Nagarjuna Reddy,Kharif,2025,0.854,0.624,0.231,0.133,0.282,0.146,0.264,0.814,0.124,0.235,19.62,
AP_ANP_00076,Nagarjuna Reddy,Rabi,2025,0.569,0.503,0.394,0.223,0.114,0.115,0.231,0.451,0.306,0.247,11.55,
AP_ANP_00076,Nagarjuna Reddy,Summer,2025,0.546,0.395,0.688,0.146,0.272,0.271,0.287,0.33,0.105,0.392,8.78,
AP_ANP_00077,Venkat Ramaiah,Kharif,2025,0.846,0.187,0.724,0.323,0.168,0.244,0.192,0.802,0.06,0.241,13.75,
AP_ANP_00077,Venkat Ramaiah,Rabi,2025,0.653,0.231,0.345,0.189,0.138,0.368,0.091,0.337,0.529,0.054,19.96,
AP_ANP_00077,Venkat Ramaiah,Summer,2025,0.471,0.327,0.159,0.116,0.263,0.38,0.225,0.293,0.427,0.358,13.17,
AP_ANP_00078,Gopal Reddy,Kharif,2025,0.818,0.518,0.208,0.311,0.181,0.063,0.128,0.465,0.083,0.19,2.22,
AP_ANP_00078,Gopal Reddy,Rabi,2025,0.683,0.193,0.771,0.24,0.192,0.156,0.032,0.525,0.447,0.333,1.0,
AP_ANP_00078,Gopal Reddy,Summer,2025,0.229,0.327,0.301,0.031,0.113,0.367,0.279,0.463,0.503,0.179,9.53,
AP_ANP_00079,Bhavani S,Kharif,2025,0.629,0.737,0.542,0.26,0.138,0.302,0.046,0.778,0.302,0.23,11.72,
AP_ANP_00079,Bhavani S,Rabi,2025,0.619,0.56,0.307,0.064,0.256,0.375,0.243,0.559,0.31,0.107,15.51,
AP_ANP_00079,Bhavani S,Summer,2025,0.309,0.321,0.237,0.049,0.228,0.053,0.227,0.406,0.05,0.254,0.94,
AP_ANP_00080,Srinivas Reddy,Kharif,2025,0.647,0.188,0.696,0.277,0.021,0.134,0.225,0.406,0.101,0.194,5.41,
AP_ANP_00080,Srinivas Reddy,Rabi,2025,0.695,0.623,0.73,0.113,0.163,0.412,0.119,0.827,0.095,0.325,9.88,
AP_ANP_00080,Srinivas Reddy,Summer,2025,0.355,0.572,0.153,0.077,0.075,0.329,0.203,0.828,0.431,0.43,14.05,
AP_ANP_00081,Venkatesh Rao,Kharif,2025,0.654,0.619,0.569,0.126,0.036,0.181,0.287,0.525,0.266,0.233,4.18,
AP_ANP_00081,Venkatesh Rao,Rabi,2025,0.529,0.181,0.649,0.124,0.157,0.375,0.257,0.338,0.379,0.239,17.6,
AP_ANP_00081,Venkatesh Rao,Summer,2025,0.286,0.515,0.342,0.086,0.065,0.304,0.224,0.405,0.372,0.208,14.26,
AP_ANP_00082,Lakshmi Reddy,Kharif,2025,0.62,0.322,0.389,0.323,0.039,0.077,0.16,0.374,0.468,0.056,7.58,
AP_ANP_00082,Lakshmi Reddy,Rabi,2025,0.518,0.225,0.419,0.054,0.183,0.2,0.164,0.587,0.055,0.236,19.27,
AP_ANP_00082,Lakshmi Reddy,Summer,2025,0.408,0.337,0.653,0.086,0.275,0.249,0.293,0.282,0.058,0.358,16.14,
AP_ANP_00083,Suresh Naidu,Kharif,2025,0.592,0.161,0.341,0.166,0.275,0.248,0.111,0.442,0.051,0.17,12.93,
AP_ANP_00083,Suresh Naidu,Rabi,2025,0.741,0.164,0.734,0.219,0.278,0.358,0.143,0.459,0.201,0.076,4.56,
AP_ANP_00083,Suresh Naidu,Summer,2025,0.299,0.598,0.458,0.047,0.039,0.432,0.283,0.71,0.546,0.268,19.26,
AP_ANP_00084,Ramesh Kumar,Kharif,2025,0.576,0.285,0.277,0.191,0.066,0.291,0.237,0.576,0.123,0.374,12.72,
AP_ANP_00084,Ramesh Kumar,Rabi,2025,0.536,0.306,0.374,0.185,0.323,0.152,0.146,0.779,0.404,0.075,2.95,
AP_ANP_00084,Ramesh Kumar,Summer,2025,0.203,0.419,0.237,0.076,0.336,0.252,0.08,0.525,0.39,0.08,5.49,
AP_ANP_00085,Subba Rao,Kharif,2025,0.832,0.478,0.431,0.215,0.034,0.1,0.139,0.336,0.075,0.387,19.62,
AP_ANP_00085,Subba Rao,Rabi,2025,0.678,0.295,0.774,0.221,0.085,0.43,0.298,0.663,0.541,0.278,5.19,
AP_ANP_00085,Subba Rao,Summer,2025,0.375,0.194,0.555,0.069,0.344,0.11,0.24,0.79,0.522,0.434,10.43,
AP_ANP_00086,Vijayalakshmi,Kharif,2025,0.892,0.247,0.46,0.289,0.257,0.134,0.196,0.633,0.131,0.276,15.43,
AP_ANP_00086,Vijayalakshmi,Rabi,2025,0.575,0.155,0.382,0.052,0.326,0.126,0.194,0.344,0.211,0.389,14.58,
AP_ANP_00086,Vijayalakshmi,Summer,2025,0.238,0.168,0.463,0.036,0.239,0.08,0.094,0.459,0.51,0.447,0.9,
AP_ANP_00087,Nagarjuna Reddy,Kharif,2025,0.816,0.385,0.64,0.193,0.323,0.429,0.177,0.432,0.444,0.15,11.28,
AP_ANP_00087,Nagarjuna Reddy,Rabi,2025,0.526,0.294,0.275,0.181,0.323,0.073,0.157,0.344,0.069,0.064,3.5,
AP_ANP_00087,Nagarjuna Reddy,Summer,2025,0.547,0.72,0.528,0.006,0.164,0.274,0.16,0.693,0.191,0.191,17.88,
AP_ANP_00088,Venkat Ramaiah,Kharif,2025,0.881,0.402,0.657,0.323,0.177,0.239,0.069,0.584,0.143,0.183,17.1,
AP_ANP_00088,Venkat Ramaiah,Rabi,2025,0.472,0.191,0.762,0.064,0.187,0.202,0.245,0.743,0.216,0.327,15.42,
AP_ANP_00088,Venkat Ramaiah,Summer,2025,0.462,0.676,0.5,-0.02,0.113,0.209,0.021,0.283,0.433,0.05,8.33,
AP_ANP_00089,Gopal Reddy,Kharif,2025,0.733,0.734,0.297,0.114,0.12,0.158,0.077,0.201,0.415,0.437,4.49,
AP_ANP_00089,Gopal Reddy,Rabi,2025,0.632,0.659,0.425,0.198,0.12,0.167,0.217,0.731,0.141,0.198,18.04,
AP_ANP_00089,Gopal Reddy,Summer,2025,0.523,0.603,0.406,0.147,0.215,0.308,0.033,0.554,0.405,0.117,15.61,
AP_ANP_00090,Padma Kumari,Kharif,2025,0.754,0.175,0.322,0.338,0.219,0.155,0.217,0.693,0.101,0.256,10.18,
AP_ANP_00090,Padma Kumari,Rabi,2025,0.529,0.647,0.603,0.237,0.256,0.224,0.277,0.651,0.414,0.395,5.48,
AP_ANP_00090,Padma Kumari,Summer,2025,0.523,0.357,0.368,-0.011,0.343,0.39,0.213,0.673,0.331,0.429,9.93,
AP_ANP_00091,Srinivas Reddy,Kharif,2025,0.683,0.622,0.627,0.141,0.147,0.041,0.253,0.207,0.402,0.438,8.75,
AP_ANP_00091,Srinivas Reddy,Rabi,2025,0.482,0.64,0.505,0.191,0.339,0.052,0.156,0.667,0.481,0.122,16.0,
AP_ANP_00091,Srinivas Reddy,Summer,2025,0.421,0.229,0.712,0.029,0.072,0.16,0.094,0.766,0.386,0.369,5.01,
AP_ANP_00092,Venkatesh Rao,Kharif,2025,0.769,0.65,0.739,0.243,0.024,0.313,0.025,0.557,0.194,0.173,7.06,
AP_ANP_00092,Venkatesh Rao,Rabi,2025,0.617,0.59,0.413,0.117,0.043,0.359,0.093,0.481,0.393,0.183,1.13,
AP_ANP_00092,Venkatesh Rao,Summer,2025,0.35,0.535,0.586,0.139,0.229,0.114,0.131,0.688,0.101,0.161,5.53,
AP_ANP_00093,Lakshmi Reddy,Kharif,2025,0.701,0.191,0.487,0.345,0.079,0.438,0.043,0.462,0.419,0.332,8.45,
AP_ANP_00093,Lakshmi Reddy,Rabi,2025,0.521,0.309,0.283,0.13,0.179,0.143,0.093,0.627,0.534,0.291,1.54,
AP_ANP_00093,Lakshmi Reddy,Summer,2025,0.23,0.328,0.21,0.14,0.218,0.292,0.198,0.374,0.058,0.436,5.02,
AP_ANP_00094,Suresh Naidu,Kharif,2025,0.787,0.516,0.353,0.277,0.109,0.281,0.261,0.815,0.103,0.112,18.89,
AP_ANP_00094,Suresh Naidu,Rabi,2025,0.658,0.272,0.532,0.227,0.251,0.316,0.128,0.21,0.341,0.151,9.01,
AP_ANP_00094,Suresh Naidu,Summer,2025,0.583,0.654,0.273,0.03,0.242,0.44,0.04,0.205,0.267,0.087,14.97,
AP_ANP_00095,Ramesh Kumar,Kharif,2025,0.87,0.305,0.432,0.209,0.259,0.034,0.181,0.599,0.369,0.147,14.28,
AP_ANP_00095,Ramesh Kumar,Rabi,2025,0.432,0.676,0.63,0.09,0.025,0.134,0.072,0.376,0.174,0.075,9.18,
AP_ANP_00095,Ramesh Kumar,Summer,2025,0.493,0.554,0.203,0.071,0.334,0.382,0.243,0.735,0.516,0.268,4.01,
AP_ANP_00096,Subba Rao,Kharif,2025,0.766,0.593,0.489,0.286,0.043,0.186,0.277,0.58,0.319,0.158,7.37,
AP_ANP_00096,Subba Rao,Rabi,2025,0.713,0.622,0.445,0.183,0.228,0.134,0.215,0.478,0.271,0.31,18.73,
AP_ANP_00096,Subba Rao,Summer,2025,0.226,0.325,0.439,0.115,0.027,0.156,0.156,0.237,0.296,0.421,2.11,
AP_ANP_00097,Vijayalakshmi,Kharif,2025,0.818,0.543,0.319,0.202,0.073,0.097,0.03,0.321,0.382,0.403,16.28,
AP_ANP_00097,Vijayalakshmi,Rabi,2025,0.64,0.324,0.351,0.072,0.102,0.246,0.165,0.432,0.227,0.381,15.79,
AP_ANP_00097,Vijayalakshmi,Summer,2025,0.323,0.722,0.362,0.133,0.137,0.242,0.283,0.77,0.101,0.207,11.07,
AP_ANP_00098,Nagarjuna Reddy,Kharif,2025,0.726,0.665,0.59,0.148,0.297,0.391,0.227,0.485,0.355,0.114,13.47,
AP_ANP_00098,Nagarjuna Reddy,Rabi,2025,0.463,0.288,0.226,0.189,0.075,0.031,0.218,0.676,0.307,0.115,1.67,
AP_ANP_00098,Nagarjuna Reddy,Summer,2025,0.208,0.685,0.307,-0.017,0.137,0.074,0.074,0.537,0.354,0.148,1.15,
AP_ANP_00099,Venkat Ramaiah,Kharif,2025,0.687,0.282,0.774,0.159,0.223,0.264,0.131,0.479,0.32,0.329,14.04,
AP_ANP_00099,Venkat Ramaiah,Rabi,2025,0.46,0.397,0.716,0.15,0.228,0.254,0.043,0.594,0.109,0.185,2.86,
AP_ANP_00099,Venkat Ramaiah,Summer,2025,0.477,0.385,0.732,-0.009,0.087,0.243,0.132,0.212,0.446,0.078,9.49,
AP_ANP_00100,Gopal Reddy,Kharif,2025,0.746,0.563,0.315,0.257,0.023,0.334,0.165,0.743,0.461,0.387,9.7,
AP_ANP_00100,Gopal Reddy,Rabi,2025,0.517,0.421,0.269,0.208,0.302,0.401,0.145,0.249,0.244,0.371,18.04,
AP_ANP_00100,Gopal Reddy,Summer,2025,0.281,0.676,0.403,-0.037,0.199,0.437,0.029,0.621,0.087,0.2,16.08,
AP_ANP_00101,Bhavani S,Kharif,2025,0.702,0.485,0.359,0.349,0.093,0.177,0.118,0.245,0.235,0.236,14.45,
AP_ANP_00101,Bhavani S,Rabi,2025,0.63,0.155,0.291,0.192,0.238,0.233,0.012,0.723,0.436,0.269,1.33,
AP_ANP_00101,Bhavani S,Summer,2025,0.507,0.619,0.639,0.067,0.285,0.248,0.051,0.636,0.36,0.347,3.4,
AP_ANP_00102,Ravi Teja,Kharif,2025,0.618,0.6,0.74,0.323,0.27,0.281,0.2,0.778,0.339,0.303,3.13,
AP_ANP_00102,Ravi Teja,Rabi,2025,0.566,0.313,0.281,0.193,0.124,0.131,0.072,0.476,0.504,0.253,3.76,
AP_ANP_00102,Ravi Teja,Summer,2025,0.231,0.38,0.684,0.089,0.238,0.364,0.089,0.65,0.182,0.426,12.73,
AP_ANP_00103,Narasimha Rao,Kharif,2025,0.664,0.265,0.602,0.167,0.092,0.28,0.087,0.63,0.457,0.361,15.22,
AP_ANP_00103,Narasimha Rao,Rabi,2025,0.466,0.569,0.389,0.068,0.163,0.043,0.085,0.222,0.49,0.147,11.15,
AP_ANP_00103,Narasimha Rao,Summer,2025,0.216,0.344,0.734,0.083,0.313,0.167,0.271,0.848,0.463,0.388,4.98,
AP_ANP_00104,Anuradha V,Kharif,2025,0.752,0.207,0.799,0.117,0.128,0.344,0.244,0.758,0.549,0.147,0.81,
AP_ANP_00104,Anuradha V,Rabi,2025,0.544,0.163,0.384,0.076,0.279,0.268,0.101,0.625,0.166,0.056,15.29,
AP_ANP_00104,Anuradha V,Summer,2025,0.449,0.173,0.694,0.102,0.224,0.267,0.191,0.762,0.343,0.282,19.81,
AP_ANP_00105,Krishna Murthy,Kharif,2025,0.815,0.574,0.403,0.211,0.096,0.281,0.279,0.804,0.221,0.261,4.23,
AP_ANP_00105,Krishna Murthy,Rabi,2025,0.748,0.54,0.673,0.246,0.256,0.279,0.025,0.496,0.387,0.321,7.46,
AP_ANP_00105,Krishna Murthy,Summer,2025,0.577,0.45,0.599,-0.017,0.25,0.302,0.09,0.302,0.368,0.29,3.59,
AP_ANP_00106,Padma Kumari,Kharif,2025,0.797,0.551,0.694,0.214,0.076,0.038,0.236,0.596,0.4,0.385,16.06,
AP_ANP_00106,Padma Kumari,Rabi,2025,0.736,0.443,0.411,0.157,0.071,0.27,0.09,0.799,0.342,0.287,7.1,
AP_ANP_00106,Padma Kumari,Summer,2025,0.221,0.404,0.205,-0.044,0.22,0.4,0.266,0.628,0.156,0.395,17.72,
AP_ANP_00107,Srinivas Reddy,Kharif,2025,0.619,0.322,0.672,0.284,0.349,0.043,0.27,0.605,0.537,0.236,16.95,
AP_ANP_00107,Srinivas Reddy,Rabi,2025,0.422,0.19,0.784,0.117,0.29,0.388,0.282,0.255,0.243,0.078,4.22,
AP_ANP_00107,Srinivas Reddy,Summer,2025,0.292,0.311,0.216,0.044,0.075,0.092,0.292,0.694,0.534,0.226,5.57,
AP_ANP_00108,Venkatesh Rao,Kharif,2025,0.829,0.33,0.301,0.182,0.063,0.138,0.113,0.638,0.081,0.134,16.18,
AP_ANP_00108,Venkatesh Rao,Rabi,2025,0.451,0.669,0.251,0.119,0.047,0.234,0.098,0.566,0.452,0.105,11.61,
AP_ANP_00108,Venkatesh Rao,Summer,2025,0.402,0.524,0.328,-0.021,0.181,0.065,0.143,0.399,0.461,0.073,8.37,
AP_ANP_00109,Lakshmi Reddy,Kharif,2025,0.71,0.495,0.584,0.281,0.276,0.392,0.101,0.55,0.47,0.446,17.79,
AP_ANP_00109,Lakshmi Reddy,Rabi,2025,0.53,0.444,0.632,0.089,0.183,0.233,0.253,0.435,0.48,0.213,6.56,
AP_ANP_00109,Lakshmi Reddy,Summer,2025,0.382,0.226,0.278,0.102,0.334,0.104,0.175,0.577,0.295,0.308,4.6,
AP_ANP_00110,Venkat Ramaiah,Kharif,2025,0.743,0.547,0.242,0.193,0.208,0.108,0.091,0.342,0.141,0.38,5.71,
AP_ANP_00110,Venkat Ramaiah,Rabi,2025,0.724,0.493,0.243,0.244,0.144,0.365,0.117,0.257,0.328,0.388,15.92,
AP_ANP_00110,Venkat Ramaiah,Summer,2025,0.27,0.282,0.292,0.085,0.308,0.135,0.086,0.2,0.485,0.367,12.55,
AP_ANP_00111,Gopal Reddy,Kharif,2025,0.813,0.425,0.378,0.138,0.051,0.234,0.277,0.226,0.196,0.133,4.76,
AP_ANP_00111,Gopal Reddy,Rabi,2025,0.718,0.43,0.644,0.144,0.071,0.235,0.135,0.588,0.55,0.358,7.96,
AP_ANP_00111,Gopal Reddy,Summer,2025,0.531,0.168,0.283,-0.016,0.132,0.244,0.188,0.792,0.305,0.251,1.0,
AP_ANP_00112,Bhavani S,Kharif,2025,0.562,0.413,0.695,0.238,0.073,0.04,0.14,0.354,0.075,0.34,2.23,
AP_ANP_00112,Bhavani S,Rabi,2025,0.613,0.254,0.397,0.106,0.284,0.195,0.228,0.282,0.436,0.145,13.55,
AP_ANP_00112,Bhavani S,Summer,2025,0.426,0.382,0.193,0.136,0.026,0.377,0.162,0.704,0.167,0.188,0.6,
AP_ANP_00113,Ravi Teja,Kharif,2025,0.887,0.71,0.323,0.267,0.222,0.315,0.102,0.751,0.524,0.404,14.78,
AP_ANP_00113,Ravi Teja,Rabi,2025,0.497,0.728,0.157,0.106,0.256,0.327,0.191,0.844,0.206,0.186,1.58,
AP_ANP_00113,Ravi Teja,Summer,2025,0.377,0.356,0.692,0.002,0.329,0.108,0.118,0.804,0.081,0.087,3.26,
AP_ANP_00114,Narasimha Rao,Kharif,2025,0.758,0.731,0.44,0.138,0.186,0.134,0.147,0.63,0.426,0.352,11.56,
AP_ANP_00114,Narasimha Rao,Rabi,2025,0.717,0.604,0.186,0.213,0.022,0.119,0.202,0.467,0.251,0.404,17.91,
AP_ANP_00114,Narasimha Rao,Summer,2025,0.564,0.565,0.327,0.013,0.083,0.108,0.109,0.479,0.465,0.098,14.7,
AP_ANP_00115,Anuradha V,Kharif,2025,0.736,0.446,0.345,0.172,0.217,0.212,0.058,0.276,0.323,0.411,6.88,
AP_ANP_00115,Anuradha V,Rabi,2025,0.657,0.709,0.684,0.182,0.207,0.306,0.271,0.46,0.213,0.054,16.53,
AP_ANP_00115,Anuradha V,Summer,2025,0.52,0.496,0.452,-0.029,0.059,0.442,0.072,0.244,0.347,0.346,0.65,
AP_ANP_00116,Krishna Murthy,Kharif,2025,0.781,0.212,0.262,0.233,0.207,0.154,0.282,0.732,0.542,0.154,19.39,
AP_ANP_00116,Krishna Murthy,Rabi,2025,0.551,0.18,0.184,0.12,0.248,0.222,0.076,0.599,0.176,0.281,7.18,
AP_ANP_00116,Krishna Murthy,Summer,2025,0.529,0.436,0.378,0.114,0.14,0.368,0.105,0.336,0.092,0.237,9.64,
AP_ANP_00117,Padma Kumari,Kharif,2025,0.844,0.379,0.675,0.155,0.292,0.192,0.143,0.397,0.516,0.097,18.67,
AP_ANP_00117,Padma Kumari,Rabi,2025,0.639,0.17,0.459,0.156,0.155,0.098,0.2,0.831,0.331,0.336,1.37,
AP_ANP_00117,Padma Kumari,Summer,2025,0.367,0.518,0.76,-0.027,0.238,0.062,0.113,0.558,0.252,0.383,16.29,
AP_ANP_00118,Srinivas Reddy,Kharif,2025,0.764,0.303,0.219,0.193,0.137,0.204,0.206,0.628,0.085,0.208,3.64,
AP_ANP_00118,Srinivas Reddy,Rabi,2025,0.455,0.175,0.422,0.215,0.076,0.399,0.172,0.35,0.301,0.343,19.16,
AP_ANP_00118,Srinivas Reddy,Summer,2025,0.288,0.711,0.746,0.127,0.23,0.295,0.127,0.689,0.316,0.321,8.57,
AP_ANP_00119,Venkatesh Rao,Kharif,2025,0.806,0.238,0.691,0.306,0.198,0.385,0.135,0.446,0.508,0.15,16.88,
AP_ANP_00119,Venkatesh Rao,Rabi,2025,0.569,0.335,0.522,0.153,0.127,0.046,0.089,0.204,0.539,0.436,7.9,
AP_ANP_00119,Venkatesh Rao,Summer,2025,0.491,0.553,0.674,0.019,0.332,0.198,0.237,0.373,0.545,0.06,12.07,
AP_ANP_00120,Nagarjuna Reddy,Kharif,2025,0.781,0.222,0.76,0.272,0.08,0.292,0.075,0.4,0.323,0.217,3.2,
AP_ANP_00120,Nagarjuna Reddy,Rabi,2025,0.46,0.604,0.734,0.134,0.048,0.195,0.039,0.211,0.381,0.291,3.26,
AP_ANP_00120,Nagarjuna Reddy,Summer,2025,0.294,0.651,0.784,-0.045,0.065,0.127,0.262,0.802,0.26,0.07,0.79,
AP_ANP_00121,Venkat Ramaiah,Kharif,2025,0.751,0.167,0.529,0.198,0.024,0.361,0.099,0.226,0.344,0.209,19.48,
AP_ANP_00121,Venkat Ramaiah,Rabi,2025,0.59,0.576,0.326,0.105,0.318,0.187,0.169,0.233,0.263,0.383,16.11,
AP_ANP_00121,Venkat Ramaiah,Summer,2025,0.29,0.64,0.755,-0.005,0.051,0.219,0.108,0.766,0.092,0.134,15.05,
AP_ANP_00122,Gopal Reddy,Kharif,2025,0.568,0.415,0.367,0.223,0.15,0.253,0.057,0.572,0.453,0.354,3.08,
AP_ANP_00122,Gopal Reddy,Rabi,2025,0.452,0.367,0.415,0.104,0.244,0.054,0.02,0.455,0.399,0.127,12.83,
AP_ANP_00122,Gopal Reddy,Summer,2025,0.304,0.687,0.343,0.127,0.096,0.203,0.08,0.637,0.463,0.319,16.49,
AP_ANP_00123,Bhavani S,Kharif,2025,0.689,0.593,0.384,0.139,0.242,0.144,0.034,0.845,0.128,0.445,19.55,
AP_ANP_00123,Bhavani S,Rabi,2025,0.678,0.497,0.713,0.182,0.116,0.226,0.19,0.467,0.264,0.182,11.28,
AP_ANP_00123,Bhavani S,Summer,2025,0.54,0.711,0.598,-0.01,0.292,0.264,0.236,0.211,0.459,0.066,17.8,
AP_ANP_00124,Ravi Teja,Kharif,2025,0.897,0.276,0.647,0.174,0.103,0.394,0.04,0.282,0.54,0.32,16.94,
AP_ANP_00124,Ravi Teja,Rabi,2025,0.514,0.507,0.542,0.185,0.245,0.272,0.134,0.379,0.434,0.141,13.85,
AP_ANP_00124,Ravi Teja,Summer,2025,0.293,0.598,0.292,0.075,0.04,0.085,0.186,0.752,0.072,0.344,6.83,
AP_ANP_00125,Narasimha Rao,Kharif,2025,0.717,0.349,0.452,0.332,0.025,0.064,0.085,0.218,0.366,0.221,10.96,
AP_ANP_00125,Narasimha Rao,Rabi,2025,0.461,0.548,0.777,0.109,0.037,0.404,0.177,0.567,0.3,0.078,1.8,
AP_ANP_00125,Narasimha Rao,Summer,2025,0.44,0.7,0.414,0.018,0.067,0.33,0.095,0.542,0.399,0.41,15.84,
AP_ANP_00126,Anuradha V,Kharif,2025,0.787,0.718,0.342,0.27,0.02,0.144,0.073,0.63,0.367,0.287,0.32,
AP_ANP_00126,Anuradha V,Rabi,2025,0.655,0.549,0.512,0.115,0.133,0.087,0.037,0.74,0.509,0.31,2.07,
AP_ANP_00126,Anuradha V,Summer,2025,0.361,0.618,0.227,0.096,0.02,0.329,0.113,0.365,0.056,0.266,17.02,
AP_ANP_00127,Krishna Murthy,Kharif,2025,0.885,0.459,0.205,0.241,0.201,0.19,0.186,0.453,0.17,0.088,6.3,
AP_ANP_00127,Krishna Murthy,Rabi,2025,0.434,0.742,0.439,0.085,0.196,0.397,0.299,0.579,0.456,0.181,6.11,
AP_ANP_00127,Krishna Murthy,Summer,2025,0.361,0.559,0.355,0.085,0.064,0.296,0.047,0.576,0.397,0.33,15.07,
AP_ANP_00128,Padma Kumari,Kharif,2025,0.856,0.588,0.552,0.225,0.082,0.041,0.093,0.488,0.359,0.39,3.92,
AP_ANP_00128,Padma Kumari,Rabi,2025,0.444,0.215,0.461,0.243,0.213,0.257,0.035,0.237,0.103,0.284,10.89,
AP_ANP_00128,Padma Kumari,Summer,2025,0.293,0.642,0.177,0.078,0.184,0.32,0.083,0.4,0.357,0.409,16.2,
AP_ANP_00129,Srinivas Reddy,Kharif,2025,0.754,0.369,0.567,0.283,0.174,0.11,0.214,0.562,0.229,0.415,0.42,
AP_ANP_00129,Srinivas Reddy,Rabi,2025,0.511,0.61,0.606,0.061,0.129,0.314,0.125,0.692,0.277,0.215,18.69,
